p;L;L(p);R(p);T(p)
45;200
45;200;1.50885;0;1.75000
45;200;1.47406;0;1.40000
45;200;1.55856;0;1.81818
45;200;1.49394;0;1.94595
45;200;1.54365;0;1.58824
45;200;1.48897;0;1.51724
45;200;1.43432;0;1.47222
45;200;1.61327;0;1.83784
45;200;1.49394;0;1.40000
45;200;1.48897;0;1.71875
45;200;1.47406;0;1.71875
45;200;1.55856;0;1.73529
45;200;1.55359;0;1.70588
45;200;1.484;0;1.50000
45;200;1.44425;0;1.51351
45;200;1.41445;0;1.64706
45;200;1.46412;0;1.50980
45;200;1.57846;0;1.60976
45;200;1.44425;0;1.64516
45;200;1.48897;0;1.93548
45;200;1.54862;0;1.65714
45;200;1.47903;0;1.77500
45;200;1.47406;0;1.71795
45;200;1.47406;0;1.51613
45;200;1.58343;0;1.69565
45;200;1.43432;0;1.55556
45;200;1.43928;0;1.51282
45;200;1.46412;0;1.39474
45;200;1.57348;0;1.87179
45;200;1.45916;0;1.36111
45;200;1.53868;0;1.52778
45;200;1.50885;0;1.63636
45;200;1.45419;0;1.41026
45;200;1.55856;0;1.48571
45;200;1.42935;0;1.64103
45;200;1.58343;0;1.74074
45;200;1.59338;0;1.73684
45;200;1.50388;0;1.60000
45;200;1.45419;0;1.48649
45;200;1.50388;0;1.72222
45;200;1.47406;0;1.45946
45;200;1.49891;0;1.41176
45;200;1.49891;0;1.91429
45;200;1.484;0;1.65909
45;200;1.56851;0;1.64516
45;200;1.71776;0;2.21875
45;200;1.44425;0;1.70588
45;200;1.55359;0;1.94118
45;200;1.62322;0;2.05882
45;200;1.50388;0;1.35484
45;200;1.52376;0;1.89744
45;200;1.44922;0;1.62857
45;200;1.47903;0;2.08571
45;200;1.46909;0;1.92308
45;200;1.41445;0;2.03571
45;200;1.6083;0;1.84375
45;200;1.42438;0;2.02857
45;200;1.56851;0;1.43902
45;200;1.45916;0;1.64706
45;200;1.41941;0;1.64286
45;200;1.50388;0;1.80952
45;200;1.51879;0;1.78125
45;200;1.51879;0;1.88889
45;200;1.52376;0;1.44737
45;200;1.60332;0;1.78125
45;200;1.40452;0;1.52632
45;200;1.46909;0;1.74286
45;200;1.63317;0;1.82759
45;200;1.39955;0;1.52778
45;200;1.46909;0;1.61224
45;200;1.50885;0;1.81250
45;200;1.49891;0;1.79487
45;200;1.50885;0;1.63333
45;200;1.46909;0;1.60000
45;200;1.47406;0;1.78947
45;200;1.44425;0;1.60000
45;200;1.34991;0;1.89286
45;200;1.51879;0;1.69231
45;200;1.55359;0;1.52941
45;200;1.56354;0;1.96667
45;200;1.54365;0;1.38636
45;200;1.42935;0;1.88571
45;200;1.45419;0;1.50000
45;200;1.52376;0;1.80556
45;200;1.42438;0;1.58974
