p;L;L(p);R(p);T(p)
40;200
40;200;1.44322;0;1.89362
40;200;1.50289;0.0288466;1.83051
40;200;1.4134;0;1.89583
40;200;1.49792;0;1.80000
40;200;1.42334;0;1.75610
40;200;1.44322;0;1.66667
40;200;1.46808;0;1.58491
40;200;1.51781;0.0064632;1.70370
40;200;1.45814;0;1.71698
40;200;1.43328;0;1.90000
40;200;1.43825;0;1.96226
40;200;1.42334;0;1.68889
40;200;1.42334;0;1.58929
40;200;1.49792;0;2.12000
40;200;1.47305;0.00845543;1.87500
40;200;1.45317;0;1.73077
40;200;1.45814;0;1.93878
40;200;1.43328;0;1.71429
40;200;1.45814;0;1.88000
40;200;1.33391;0;1.66102
40;200;1.43825;0.00188458;1.87500
40;200;1.44322;0.0228426;1.50000
40;200;1.49792;0;1.85714
40;200;1.43328;0;1.85185
40;200;1.42334;0;1.86275
40;200;1.46808;0.0125357;1.68421
40;200;1.39352;0.0329571;1.56250
40;200;1.42831;0;1.65306
40;200;1.44819;0;1.62500
40;200;1.38358;0.0158953;1.68852
40;200;1.54766;0.0615457;1.68750
40;200;1.44322;0.0778425;1.69014
40;200;1.47305;0.0184554;1.98276
40;200;1.46808;0.00753569;1.85714
40;200;1.51284;0.00559672;1.74074
40;200;1.42831;0;1.62500
40;200;1.47305;0;1.91304
40;200;1.56259;0.0490145;1.55738
40;200;1.45317;0.014739;1.93103
40;200;1.40843;0;1.84091
40;200;1.33391;0;1.52830
40;200;1.42334;0;1.83019
40;200;1.38358;0;1.91667
40;200;1.46808;0;1.85714
40;200;1.44322;0;1.65306
40;200;1.57254;0;2.31818
40;200;1.44819;0.013794;1.58621
40;200;1.44322;0;2.11538
40;200;1.56259;0.00401446;1.90385
40;200;1.483;0.0752765;1.57971
40;200;1.34881;0;1.73333
40;200;1.37861;0;1.64583
40;200;1.44819;0;1.74510
40;200;1.35874;0;1.60000
40;200;1.37861;0;1.63043
40;200;1.42831;0;2.14286
40;200;1.52279;0;2.02083
40;200;1.53274;0;1.78261
40;200;1.46311;0;1.81250
40;200;1.38358;0;1.64706
40;200;1.49792;0;1.63830
40;200;1.44819;0;1.50980
40;200;1.44819;0;1.86000
40;200;1.49295;0;2.20833
40;200;1.47305;0.0334554;1.72131
40;200;1.51284;0.0355967;1.71667
40;200;1.42831;0;1.77358
40;200;1.40346;0;1.60784
40;200;1.43328;0;1.79167
40;200;1.50787;0.0347246;1.93333
40;200;1.46808;0;1.75000
40;200;1.6472;0.057163;1.96667
40;200;1.39849;0;1.78431
40;200;1.39352;0;1.69231
40;200;1.58747;0.0280265;1.67857
40;200;1.50289;0;1.79592
40;200;1.51284;0;1.84000
40;200;1.37861;0;1.49123
40;200;1.39352;0.0129571;1.70000
40;200;1.32397;0;1.62745
40;200;1.45317;0;1.97917
40;200;1.45317;0;1.86000
40;200;1.45814;0.00567755;1.89286
40;200;1.49792;0;1.88462
40;200;1.46311;0;2.10870
40;200;1.54766;0.00154567;2.01923
40;200;1.43825;0.00188458;1.71429
40;200;1.56259;0.0690145;1.80000
40;200;1.46311;0;1.59615
40;200;1.47803;0;1.95349
40;200;1.44819;0;1.75510
40;200;1.60738;0.0261471;1.96364
40;200;1.57254;0.00563445;1.71154
40;200;1.43328;0;1.78431
40;200;1.47305;0;1.86792
40;200;1.32894;0;1.72549
40;200;1.4134;0.0119942;1.94915
40;200;1.4134;0;2.04082
40;200;1.37861;0;2.34146
40;200;1.57254;0.0356345;1.50000
40;200;1.47803;0.004369;1.80000
40;200;1.53274;0;2.04651
40;200;1.36868;0;1.72414
40;200;1.58747;0.0530265;1.90164
40;200;1.54269;0.000712194;1.80769
40;200;1.50289;0;2.19565
40;200;1.46311;0;1.84000
40;200;1.40843;0;1.81250
40;200;1.46808;0;2.00000
40;200;1.35377;0;1.79630
40;200;1.37364;0;2.08333
40;200;1.47803;0.024369;1.86441
40;200;1.47305;0;1.86275
40;200;1.41837;0.0779859;1.65278
40;200;1.46808;0;1.54000
40;200;1.35874;0;1.96491
40;200;1.54269;0.0407122;1.48333
40;200;1.51284;0;1.91667
40;200;1.48797;0;1.80851
40;200;1.47305;0.0534554;1.75385
40;200;1.46311;0;2.02083
40;200;1.43825;0;1.88679
