p;L;L(p);R(p);T(p)
20;200
20;200;1.2597;0.501232;3.09091
20;200;1.19994;0.523325;3.07246
20;200;1.22484;0.496713;3.14394
20;200;1.18002;0.480512;2.71538
20;200;1.36932;0.583942;3.70548
20;200;1.30952;0.477272;3.17460
20;200;1.15015;0.50611;2.58088
20;200;1.185;0.506224;2.90370
20;200;1.21986;0.506046;2.44030
20;200;1.22484;0.491713;2.62595
20;200;1.26468;0.491858;2.88462
20;200;1.19496;0.50763;2.85185
20;200;1.21986;0.576046;2.90541
20;200;1.26966;0.542478;3.54286
20;200;1.28959;0.499912;3.08397
20;200;1.2099;0.444697;3.04918
20;200;1.24974;0.519967;2.83088
20;200;1.29457;0.515509;3.54478
20;200;1.23978;0.613681;2.76774
20;200;1.2597;0.441232;2.99167
20;200;1.16509;0.513339;2.66423
20;200;1.24476;0.599326;2.73026
20;200;1.21488;0.515374;2.75735
20;200;1.17504;0.479793;3.30769
20;200;1.20492;0.454013;2.84677
20;200;1.19994;0.513325;2.81618
20;200;1.2348;0.50303;3.23308
20;200;1.19496;0.42263;2.84746
20;200;1.19994;0.508325;2.77778
20;200;1.2348;0.57803;2.91216
20;200;1.13024;0.498047;2.65926
20;200;1.27963;0.548705;2.89362
20;200;1.20492;0.479013;3.03101
20;200;1.14518;0.500354;2.37037
20;200;1.24476;0.534326;2.90647
20;200;1.24476;0.594326;2.74172
20;200;1.26468;0.451858;2.90164
20;200;1.2099;0.519697;3.81752
20;200;1.19994;0.543325;2.56338
20;200;1.21986;0.461046;2.85600
20;200;1.16509;0.463339;2.85039
20;200;1.14518;0.500354;2.97037
20;200;1.23978;0.508681;2.63433
20;200;1.22484;0.556713;2.71528
20;200;1.24974;0.559967;2.72222
20;200;1.11034;0.464875;2.48837
20;200;1.23978;0.518681;2.63971
20;200;1.28959;0.454912;3.00000
20;200;1.2348;0.52303;2.91971
20;200;1.21488;0.545374;2.76056
20;200;1.19994;0.473325;2.65625
20;200;1.22982;0.467374;2.79365
20;200;1.23978;0.503681;3.16541
20;200;1.185;0.451224;2.86290
