p;L;L(p);R(p);T(p)
5;50;;;
5;50;1,02578;0,791257;7,7381
5;50;1,0059;0,790293;6,19048
5;50;1,02578;0,871257;5,78261
5;50;1,02578;0,871257;6,67391
5;50;1,02578;0,751257;8,175
5;50;1,04567;0,792184;7,47619
5;50;1,04567;0,792184;8,07143
5;50;1,04567;0,872184;7,71739
5;50;1,02578;0,791257;9,42857
5;50;1,08546;0,793937;9,04762
5;50;1,08546;0,773937;11,29268
5;50;1,02578;0,891257;6,82979
5;50;1,04567;0,832184;8,61364
5;50;1,02578;0,831257;9,95455
5;50;1,02578;0,831257;5,63636
5;50;1,04567;0,852184;18,64444
5;50;1,02578;0,931257;11,91837
5;50;1,04567;0,852184;12,93333
5;50;1,04567;0,852184;7,04444
5;50;1,02578;0,791257;11,69048
5;50;1,0059;0,770293;15,19512
5;50;1,0059;0,790293;9,30952
5;50;1,10536;0,914766;10,83333
5;50;1,02578;0,891257;5,2766
5;50;1,0059;0,750293;10,45
5;50;1,02578;0,791257;14,28571
5;50;1,0059;0,810293;8,4186
5;50;1,0059;0,790293;9,42857
5;50;1,02578;0,931257;7,12245
5;50;1,02578;0,811257;8,69767
5;50;1,02578;0,831257;9,70455
5;50;1,0059;0,790293;6,7619
5;50;1,06557;0,813077;9,60465
5;50;1,02578;0,831257;8
5;50;1,10536;0,854766;6,68889
5;50;1,0059;0,770293;8,70732
5;50;1,06557;0,873077;8,26087
5;50;1,02578;0,771257;7,39024
5;50;1,02578;0,831257;11,43182
5;50;1,04567;0,852184;10
5;50;1,02578;0,891257;14,42553
5;50;1,04567;0,892184;8,2766
5;50;1,0059;0,790293;8,57143
5;50;1,06557;0,753077;9,225
5;50;1,06557;0,893077;8,53191
5;50;1,0059;0,790293;8,38095
5;50;1,02578;0,811257;13,65116
5;50;1,0059;0,770293;7,46341
5;50;1,02578;0,771257;10,95122
5;50;1,02578;0,911257;8,08333
5;50;1,12527;0,835566;7,90909
5;50;1,04567;0,892184;13,23404
5;50;1,04567;0,832184;8,54545
5;50;1,0059;0,790293;9,7619
5;50;1,08546;0,893937;11,06383
5;50;1,06557;0,913077;9,97917
5;50;1,02578;0,771257;10,95122
5;50;1,0059;0,750293;13,575
5;50;1,02578;0,891257;9,68085
5;50;1,06557;0,793077;7,04762
5;50;1,02578;0,791257;10,16667
5;50;1,04567;0,812184;8,88372
5;50;1,04567;0,852184;12,88889
5;50;1,02578;0,811257;8,51163
5;50;1,02578;0,831257;7,95455
5;50;1,02578;0,811257;7,44186
5;50;1,02578;0,791257;8,57143
5;50;1,02578;0,911257;10,54167
5;50;1,02578;0,791257;7,45238
5;50;1,02578;0,871257;11,8913
5;50;1,02578;0,851257;10,26667
5;50;1,12527;0,895566;10,7234
5;50;1,0059;0,790293;8,47619
5;50;1,02578;0,791257;10,59524
5;50;1,04567;0,852184;7,75556
5;50;1,0059;0,770293;9,56098
5;50;1,0059;0,810293;8,04651
5;50;1,02578;0,911257;10,4375
5;50;1,02578;0,891257;11,34043
5;50;1,0059;0,790293;9,09524
5;50;1,0059;0,790293;8,02381
5;50;1,0059;0,790293;6,90476
5;50;1,02578;0,851257;14,88889
5;50;1,04567;0,872184;10
5;50;1,02578;0,791257;8,92857
5;50;1,02578;0,851257;10,04444
5;50;1,02578;0,871257;8,06522
5;50;1,02578;0,811257;9,76744
5;50;1,0059;0,810293;8,93023
5;50;1,02578;0,891257;7,02128
5;50;1,06557;0,813077;11,2093
5;50;1,02578;0,851257;6,97778
5;50;1,04567;0,772184;7,46341
5;50;1,02578;0,871257;8,08696
5;50;1,02578;0,851257;7,15556
5;50;1,12527;0,975566;8,86275
5;50;1,04567;0,892184;6,78723
5;50;1,0059;0,790293;15,11905
5;50;1,02578;0,911257;7
5;50;1,02578;0,891257;8,17021
5;50;1,02578;0,831257;8,5
5;50;1,04567;0,892184;7,3617
5;50;1,06557;0,853077;11,37778
5;50;1,06557;0,913077;7,41667
5;50;1,02578;0,731257;9,64103
5;50;1,02578;0,871257;9,06522
5;50;1,04567;0,832184;6,52273
5;50;1,04567;0,812184;7,25581
5;50;1,04567;0,832184;10,34091
5;50;1,04567;0,852184;10,86667
5;50;1,02578;0,791257;8,71429
5;50;1,02578;0,791257;11,16667
5;50;1,0059;0,810293;11,18605
5;50;1,02578;0,871257;8,41304
5;50;1,04567;0,832184;6,86364
5;50;1,02578;0,791257;6,88095
5;50;1,02578;0,831257;8,31818
5;50;1,0059;0,770293;8,19512
5;50;1,10536;0,854766;8,28889
5;50;1,02578;0,731257;8,02564
5;50;1,04567;0,812184;10,74419
5;50;1,06557;0,913077;7,66667
5;50;1,0059;0,790293;6,21429
5;50;1,06557;0,873077;6,02174
5;50;1,0059;0,750293;6,35
5;50;1,0059;0,790293;9,71429
5;50;1,04567;0,772184;13,56098
5;50;1,0059;0,770293;10,65854
5;50;1,02578;0,891257;8,70213
5;50;1,08546;0,873937;9,76087
5;50;1,08546;0,913937;6,5625
5;50;1,10536;0,754766;6,875
5;50;1,02578;0,831257;10,52273
5;50;1,02578;0,751257;9,25
5;50;1,06557;0,893077;11,97872
5;50;1,06557;0,833077;7,29545
5;50;1,04567;0,832184;8
5;50;1,06557;0,853077;14,6
5;50;1,0059;0,770293;8,58537
5;50;1,02578;0,851257;8,2
5;50;1,0059;0,770293;10,4878
5;50;1,08546;0,873937;7,82609
5;50;1,04567;0,872184;9,58696
5;50;1,0059;0,790293;9,21429
5;50;1,04567;0,812184;6,72093
5;50;1,02578;0,911257;9,27083
5;50;1,04567;0,872184;11,84783
5;50;1,08546;0,833937;6,04545
5;50;1,02578;0,831257;9,81818
5;50;1,02578;0,791257;8,2381
5;50;1,0059;0,810293;12,95349
5;50;1,04567;0,832184;8,09091
5;50;1,02578;0,831257;6,86364
5;50;1,0059;0,770293;7,63415
5;50;1,06557;0,833077;10,38636
5;50;1,06557;0,833077;10,11364
5;50;1,0059;0,810293;14,32558
5;50;1,06557;0,913077;10,41667
5;50;1,10536;0,954766;7
5;50;1,0059;0,790293;10,85714
5;50;1,06557;0,793077;7,85714
5;50;1,0059;0,810293;9,16279
5;50;1,02578;0,871257;7,58696
5;50;1,06557;0,873077;9,52174
5;50;1,02578;0,731257;11,61539
5;50;1,04567;0,832184;15,77273
5;50;1,06557;0,853077;12,35556
5;50;1,02578;0,751257;10,325
5;50;1,08546;0,873937;7,1087
5;50;1,0059;0,810293;7,55814
5;50;1,02578;0,871257;8,30435
5;50;1,02578;0,851257;6,62222
5;50;1,04567;0,812184;11
5;50;1,0059;0,770293;6,70732
5;50;1,0059;0,770293;6,56098
5;50;1,0059;0,790293;7,7619
5;50;1,0059;0,730293;14,74359
5;50;1,02578;0,771257;8,07317
5;50;1,04567;0,852184;8,77778
5;50;1,04567;0,852184;7,88889
5;50;1,04567;0,812184;12,18605
5;50;1,02578;0,851257;11,33333
5;50;1,04567;0,732184;7,79487
5;50;1,04567;0,872184;11,41304
5;50;1,02578;0,831257;9,11364
5;50;1,02578;0,791257;8,09524
5;50;1,0059;0,790293;7,14286
5;50;1,02578;0,871257;8,56522
5;50;1,14518;0,956339;7,56
5;50;1,02578;0,891257;7,23404
5;50;1,02578;0,811257;8,4186
5;50;1,02578;0,871257;10,86957
5;50;1,0059;0,790293;11,95238
5;50;1,0059;0,790293;8,64286
5;50;1,02578;0,871257;11,84783
5;50;1,0059;0,810293;8,13953
5;50;1,02578;0,871257;6,91304
5;50;1,04567;0,852184;15,91111
5;50;1,06557;0,833077;8,77273
5;50;1,0059;0,730293;9,28205
5;50;1,02578;0,891257;6,38298
5;50;1,16509;0,937085;9,67347
5;50;1,04567;0,852184;8,62222
5;50;1,0059;0,790293;8,7619
5;50;1,0059;0,790293;7,30952
5;50;1,02578;0,851257;7,75556
5;50;1,0059;0,770293;6,65854
5;50;1,0059;0,750293;7,875
5;50;1,02578;0,871257;5,93478
5;50;1,04567;0,832184;8,70455
5;50;1,0059;0,730293;7,33333
5;50;1,04567;0,872184;11,76087
5;50;1,02578;0,751257;8,875
5;50;1,02578;0,871257;11,5
5;50;1,12527;0,855566;13,55556
5;50;1,04567;0,812184;10,02326
5;50;1,12527;0,815566;8,32558
5;50;1,02578;0,811257;7,95349
5;50;1,16509;0,877085;10,71739
5;50;1,02578;0,731257;8,48718
5;50;1,0059;0,750293;9,2
5;50;1,02578;0,911257;8,22917
5;50;1,08546;0,833937;7,25
5;50;1,04567;0,832184;6,63636
5;50;1,02578;0,751257;9,375
5;50;1,0059;0,770293;10,63415
5;50;1,10536;0,834766;8,72727
5;50;1,02578;0,831257;8,56818
5;50;1,02578;0,851257;8,77778
5;50;1,06557;0,853077;8,28889
5;50;1,02578;0,831257;7,40909
5;50;1,04567;0,832184;12,93182
5;50;1,0059;0,810293;7,48837
5;50;1,08546;0,853937;10,31111
5;50;1,06557;0,893077;8,91489
5;50;1,04567;0,852184;7,6
5;50;1,04567;0,812184;10,27907
5;50;1,02578;0,791257;7,04762
5;50;1,02578;0,831257;9,72727
5;50;1,06557;0,813077;12,60465
5;50;1,08546;0,753937;7,775
5;50;1,04567;0,852184;7,68889
5;50;1,02578;0,811257;10,5814
5;50;1,0059;0,790293;8,40476
5;50;1,0059;0,790293;11,54762
5;50;1,02578;0,791257;8,14286
5;50;1,08546;0,933937;12,73469
5;50;1,02578;0,891257;8,51064
5;50;1,0059;0,750293;7,1
5;50;1,04567;0,872184;7,13043
5;50;1,0059;0,790293;15,80952
5;50;1,0059;0,810293;13,02326
5;50;1,04567;0,852184;8,64444
5;50;1,12527;0,955566;8,04
5;50;1,02578;0,851257;13,17778
5;50;1,02578;0,851257;8,82222
5;50;1,06557;0,833077;12,22727
5;50;1,04567;0,832184;8,13636
5;50;1,10536;0,814766;7,44186
5;50;1,02578;0,811257;10,18605
5;50;1,04567;0,812184;8,23256
5;50;1,02578;0,811257;15,76744
5;50;1,04567;0,792184;13,07143
5;50;1,04567;0,812184;8,37209
5;50;1,06557;0,833077;7,29545
5;50;1,04567;0,852184;7,2
5;50;1,10536;0,854766;8,02222
5;50;1,06557;0,773077;9,34146
5;50;1,02578;0,891257;6,23404
5;50;1,0059;0,770293;8,97561
5;50;1,02578;0,871257;8,02174
5;50;1,02578;0,891257;6,91489
5;50;1,04567;0,792184;11,52381
5;50;1,02578;0,811257;6,72093
5;50;1,0059;0,810293;7,90698
5;50;1,0059;0,790293;8,35714
5;50;1,02578;0,771257;9,09756
5;50;1,02578;0,911257;5,72917
5;50;1,06557;0,833077;8,25
5;50;1,0059;0,790293;12,33333
5;50;1,0059;0,790293;6,97619
5;50;1,0059;0,790293;12
5;50;1,02578;0,751257;7,325
5;50;1,02578;0,831257;6,5
5;50;1,04567;0,772184;11,31707
5;50;1,04567;0,852184;12,44444
5;50;1,04567;0,912184;10,5625
5;50;1,0059;0,810293;8,93023
5;50;1,04567;0,872184;7,65217
5;50;1,02578;0,811257;10,7907
5;50;1,08546;0,773937;6,46341
5;50;1,02578;0,851257;7,15556
5;50;1,04567;0,852184;9
5;50;1,0059;0,770293;8,80488
5;50;1,02578;0,771257;9,53659
5;50;1,02578;0,791257;10,2381
5;50;1,06557;0,833077;8,72727
5;50;1,06557;0,873077;7,52174
5;50;1,06557;0,833077;6,29545
5;50;1,0059;0,770293;8,78049
5;50;1,0059;0,770293;7,17073
5;50;1,06557;0,833077;7,70455
5;50;1,04567;0,872184;9,47826
5;50;1,02578;0,851257;6,82222
5;50;1,02578;0,851257;5,53333
5;50;1,0059;0,790293;7,40476
5;50;1,02578;0,851257;12,51111
5;50;1,20492;0,858503;7,35556
5;50;1,06557;0,733077;6,89744
5;50;1,02578;0,871257;5,95652
5;50;1,0059;0,750293;13,3
5;50;1,06557;0,853077;6,44444
5;50;1,0059;0,750293;8,725
5;50;1,06557;0,913077;10,64583
5;50;1,02578;0,771257;7,58537
5;50;1,0059;0,790293;8,59524
5;50;1,06557;0,913077;7,4375
5;50;1,0059;0,790293;11,7381
5;50;1,04567;0,832184;9,56818
5;50;1,02578;0,851257;6,75556
5;50;1,0059;0,770293;7,95122
5;50;1,02578;0,891257;10,7234
5;50;1,02578;0,831257;7,65909
5;50;1,14518;0,796339;13,90476
5;50;1,02578;0,871257;11,69565
5;50;1,06557;0,893077;7,93617
5;50;1,02578;0,771257;8,19512
5;50;1,0059;0,770293;11
5;50;1,08546;0,793937;9,83333
5;50;1,0059;0,790293;7,09524
5;50;1,0059;0,770293;7,19512
5;50;1,0059;0,790293;8,69048
5;50;1,02578;0,851257;7,28889
5;50;1,0059;0,810293;6,46512
5;50;1,04567;0,772184;12,31707
5;50;1,08546;0,793937;8,78571
5;50;1,0059;0,750293;13,3
5;50;1,08546;0,893937;9,29787
5;50;1,04567;0,912184;7,4375
5;50;1,04567;0,832184;7,38636
5;50;1,04567;0,852184;10,35556
5;50;1,02578;0,771257;10,43902
5;50;1,02578;0,711257;8,3421
5;50;1,04567;0,872184;12,63043
5;50;1,02578;0,851257;13,91111
5;50;1,0059;0,750293;9,05
5;50;1,04567;0,892184;6,17021
5;50;1,04567;0,812184;8,97674
5;50;1,02578;0,791257;8,47619
5;50;1,04567;0,832184;6,06818
5;50;1,0059;0,790293;8,2619
5;50;1,0059;0,770293;13,95122
5;50;1,0059;0,810293;7,72093
5;50;1,04567;0,812184;10,4186
5;50;1,04567;0,912184;7,14583
5;50;1,08546;0,813937;7,46512
5;50;1,04567;0,872184;7,69565
5;50;1,0059;0,790293;9,40476
5;50;1,04567;0,792184;9,61905
5;50;1,06557;0,853077;12,24444
5;50;1,02578;0,891257;10,12766
5;50;1,02578;0,851257;6,2
5;50;1,02578;0,751257;11,275
5;50;1,04567;0,812184;7,81395
5;50;1,0059;0,770293;6,60976
5;50;1,02578;0,831257;7,45455
5;50;1,02578;0,811257;7,44186
5;50;1,04567;0,892184;7,53191
5;50;1,08546;0,833937;12,18182
5;50;1,0059;0,750293;16,175
5;50;1,02578;0,851257;7,33333
5;50;1,02578;0,851257;10,15556
5;50;1,02578;0,891257;8,23404
5;50;1,02578;0,871257;12,15217
5;50;1,04567;0,892184;7,48936
5;50;1,04567;0,852184;8,04444
5;50;1,08546;0,933937;7,85714
5;50;1,08546;0,893937;10,57447
5;50;1,02578;0,831257;6,18182
5;50;1,02578;0,811257;9,83721
5;50;1,02578;0,811257;7,32558
5;50;1,0059;0,790293;15,71429
5;50;1,0059;0,790293;13,95238
5;50;1,02578;0,851257;9,95556
5;50;1,02578;0,831257;6,56818
5;50;1,0059;0,790293;7,47619
5;50;1,0059;0,750293;7,45
5;50;1,02578;0,751257;7,425
5;50;1,10536;0,934766;7,12245
5;50;1,02578;0,811257;7,74419
5;50;1,08546;0,873937;8,80435
5;50;1,04567;0,812184;8
5;50;1,04567;0,832184;6,40909
5;50;1,02578;0,791257;8,04762
5;50;1,0059;0,810293;7,04651
5;50;1,02578;0,751257;7,5
5;50;1,02578;0,811257;9,86047
5;50;1,02578;0,791257;14,07143
5;50;1,0059;0,770293;7,53659
5;50;1,0059;0,810293;10,34884
5;50;1,02578;0,791257;9,21429
5;50;1,06557;0,733077;5,38462
5;50;1,06557;0,893077;7,78723
5;50;1,0059;0,770293;9,58537
5;50;1,0059;0,750293;7,75
5;50;1,02578;0,891257;7,70213
5;50;1,04567;0,892184;6,61702
5;50;1,0059;0,790293;13,28571
5;50;1,02578;0,831257;8,31818
5;50;1,02578;0,871257;8,21739
5;50;1,0059;0,810293;9,51163
5;50;1,02578;0,771257;8,29268
5;50;1,02578;0,811257;9,86047
5;50;1,0059;0,790293;8,14286
5;50;1,06557;0,853077;8,17778
5;50;1,0059;0,790293;15,28571
5;50;1,02578;0,751257;8,375
5;50;1,04567;0,892184;7,14894
5;50;1,0059;0,790293;7,2381
5;50;1,06557;0,833077;8,68182
5;50;1,0059;0,770293;14,70732
5;50;1,06557;0,853077;10,48889
5;50;1,08546;0,793937;9,35714
5;50;1,06557;0,773077;9,87805
5;50;1,0059;0,790293;8,14286
5;50;1,02578;0,851257;12,24444
5;50;1,06557;0,793077;10,97619
5;50;1,02578;0,811257;7,34884
5;50;1,02578;0,851257;8,84444
5;50;1,02578;0,851257;7,08889
5;50;1,08546;0,873937;13,21739
5;50;1,06557;0,913077;8,10417
5;50;1,0059;0,790293;9,09524
5;50;1,04567;0,832184;10,47727
5;50;1,02578;0,851257;5,91111
5;50;1,08546;0,833937;7,88636
5;50;1,06557;0,873077;7,67391
5;50;1,0059;0,770293;7,95122
5;50;1,04567;0,852184;8,42222
5;50;1,0059;0,810293;11,65116
5;50;1,08546;0,813937;9,25581
5;50;1,02578;0,771257;15,46341
5;50;1,0059;0,730293;7,76923
5;50;1,0059;0,790293;7,19048
5;50;1,02578;0,831257;9,27273
5;50;1,0059;0,810293;10,23256
5;50;1,02578;0,791257;8,92857
5;50;1,0059;0,790293;6,28571
5;50;1,02578;0,851257;7,2
5;50;1,08546;0,853937;10,44444
5;50;1,02578;0,871257;12
5;50;1,02578;0,851257;8
5;50;1,06557;0,773077;14,2439
5;50;1,02578;0,831257;9,09091
5;50;1,02578;0,891257;9,89362
5;50;1,06557;0,893077;6,04255
5;50;1,0059;0,750293;6,875
5;50;1,0059;0,790293;8,33333
5;50;1,02578;0,751257;14,3
5;50;1,08546;0,793937;7,64286
5;50;1,02578;0,771257;9,78049
5;50;1,06557;0,893077;7,87234
5;50;1,04567;0,792184;9,28571
5;50;1,0059;0,770293;15,4878
5;50;1,0059;0,790293;9,2619
5;50;1,02578;0,851257;12,82222
5;50;1,02578;0,791257;9,85714
5;50;1,04567;0,812184;8,53488
5;50;1,02578;0,891257;7,06383
