p;L;L(p);R(p);T(p)
60;200
60;200;1.53164;0;1.00000
60;200;1.53164;0;-1.#IND0
60;200;1.46221;0;1.00000
60;200;1.55149;0;1.25000
60;200;1.65079;0;-1.#IND0
60;200;1.42751;0;1.00000
60;200;1.56142;0;1.33333
60;200;1.52668;0;1.50000
60;200;1.53164;0;1.00000
60;200;1.63093;0;3.00000
60;200;1.43742;0;2.00000
60;200;1.6955;0;-1.#IND0
60;200;1.45229;0;1.50000
60;200;1.52172;0;1.50000
60;200;1.54653;0;-1.#IND0
60;200;1.54157;0;1.00000
60;200;1.58624;0;1.00000
60;200;1.52172;0;1.00000
60;200;1.60113;0;-1.#IND0
60;200;1.54157;0;1.50000
60;200;1.56638;0;1.00000
60;200;1.54157;0;1.00000
60;200;1.45229;0;-1.#IND0
60;200;1.61603;0;1.00000
60;200;1.6061;0;-1.#IND0
60;200;0.696418;0;1.50000
60;200;1.50188;0;1.00000
60;200;1.65576;0;1.00000
60;200;1.58624;0;-1.#IND0
60;200;1.53164;0;1.00000
60;200;1.53661;0;3.00000
60;200;1.6806;0;1.00000
60;200;1.52172;0;1.16667
60;200;1.56638;0;-1.#IND0
60;200;1.55149;0;1.00000
60;200;1.45725;0;1.00000
60;200;1.50188;0;-1.#IND0
60;200;1.42255;0;3.00000
60;200;1.487;0;1.00000
60;200;1.49692;0;3.00000
60;200;1.50188;0;1.00000
60;200;1.53661;0;1.00000
60;200;1.50188;0;-1.#IND0
60;200;1.43246;0;1.00000
60;200;1.5912;0;1.00000
60;200;1.58127;0;-1.#IND0
60;200;1.40769;0;1.00000
60;200;1.58127;0;1.00000
60;200;0.648548;0;-1.#IND0
60;200;1.56142;0;2.50000
60;200;1.63589;0;1.00000
60;200;1.39283;0;1.00000
60;200;1.65576;0;1.66667
60;200;1.75017;0;1.00000
60;200;1.49692;0;1.00000
60;200;1.487;0;1.00000
60;200;1.5912;0;1.00000
60;200;1.50188;0;1.00000
60;200;1.61106;0;1.00000
60;200;1.40273;0;1.00000
60;200;1.50188;0;1.33333
