p;L;L(p);R(p);T(p)
50;50
50;50;1.38403;0;1.50000
50;50;1.44214;0;1.33333
50;50;1.30683;0;1.33333
50;50;1.40338;0;2.14286
50;50;1.57831;0;1.33333
50;50;1.59782;0;1.50000
50;50;1.51986;0;1.16667
50;50;1.44214;0;1.16667
50;50;1.44214;0;2.00000
50;50;1.3647;0;1.87500
50;50;1.83278;0;1.50000
50;50;1.57831;0;1.50000
50;50;1.34538;0;1.40000
50;50;1.48097;0;1.33333
50;50;1.38403;0;1.28571
50;50;1.3647;0;1.62500
50;50;1.55882;0;1.11111
50;50;1.3647;0;1.83333
50;50;1.40338;0;1.25000
50;50;1.51986;0;1.25000
50;50;1.42275;0;1.25000
50;50;1.83278;0;2.00000
50;50;1.61734;0;1.37500
50;50;1.57831;0;1.00000
50;50;1.30683;0;1.80000
50;50;1.51986;0;1.66667
50;50;1.48097;0;1.28571
50;50;1.69554;0;1.50000
50;50;1.69554;0;1.00000
50;50;1.71512;0;1.66667
50;50;1.63688;0;1.16667
50;50;1.73471;0;1.83333
50;50;1.61734;0;2.75000
50;50;1.40338;0;1.40000
50;50;1.51986;0;1.66667
50;50;1.50041;0;1.50000
50;50;1.50041;0;1.50000
50;50;1.28758;0;1.83333
50;50;1.59782;0;1.25000
50;50;1.34538;0;1.00000
50;50;1.38403;0;1.00000
50;50;1.51986;0;1.55556
50;50;1.38403;0;1.00000
50;50;1.3647;0;1.37500
50;50;1.38403;0;1.16667
50;50;1.67598;0;1.40000
50;50;1.42275;0;2.00000
50;50;1.38403;0;2.00000
50;50;1.51986;0;1.00000
50;50;1.61734;0;2.00000
50;50;1.40338;0;1.50000
50;50;1.48097;0;1.00000
50;50;1.46155;0;1.22222
50;50;1.42275;0;1.45455
50;50;1.59782;0;1.20000
50;50;1.40338;0;1.28571
50;50;1.3647;0;1.00000
50;50;1.53933;0;2.75000
50;50;1.30683;0;1.20000
50;50;1.44214;0;1.33333
50;50;1.3647;0;1.50000
50;50;1.51986;0;1.40000
50;50;1.38403;0;2.00000
50;50;1.48097;0;1.16667
50;50;1.53933;0;1.60000
50;50;1.42275;0;1.16667
50;50;1.71512;0;2.25000
50;50;1.42275;0;1.50000
50;50;1.53933;0;1.00000
50;50;1.30683;0;1.16667
50;50;1.42275;0;1.28571
50;50;1.55882;0;1.28571
50;50;1.40338;0;2.12500
50;50;1.34538;0;1.33333
50;50;1.46155;0;2.00000
50;50;1.50041;0;1.25000
50;50;1.32609;0;2.25000
50;50;1.85242;0;5.00000
50;50;1.59782;0;2.33333
50;50;1.44214;0;1.40000
50;50;1.59782;0;2.00000
50;50;1.57831;0;2.00000
50;50;1.95073;0;2.00000
50;50;1.40338;0;1.40000
50;50;1.34538;0;2.16667
50;50;1.40338;0;1.00000
50;50;1.55882;0;1.00000
50;50;1.53933;0;1.50000
50;50;1.50041;0;2.00000
50;50;1.40338;0;1.14286
50;50;1.32609;0;1.66667
50;50;1.38403;0;2.60000
50;50;1.65642;0;1.16667
50;50;1.57831;0;1.37500
50;50;1.50041;0;1.33333
50;50;1.51986;0;1.40000
50;50;1.46155;0;1.00000
50;50;1.28758;0;1.44444
50;50;1.53933;0;1.80000
50;50;1.51986;0;2.00000
50;50;1.46155;0;1.50000
50;50;1.40338;0;1.50000
50;50;1.42275;0;1.60000
50;50;1.44214;0;1.60000
50;50;1.53933;0;1.20000
50;50;1.38403;0;1.42857
50;50;1.24917;0;1.80000
50;50;1.57831;0;2.00000
50;50;1.53933;0;1.50000
50;50;1.38403;0;2.00000
50;50;1.38403;0;1.33333
50;50;1.34538;0;1.33333
50;50;1.34538;0;1.44444
50;50;1.40338;0;1.85714
50;50;1.32609;0;2.00000
50;50;1.48097;0;1.33333
50;50;1.28758;0;1.66667
50;50;1.63688;0;1.25000
50;50;1.48097;0;3.50000
50;50;1.59782;0;1.00000
