p;L;L(p);R(p);T(p)
10;200
10;200;1.10268;0.754312;5.50888
10;200;1.12263;0.765924;5.08772
10;200;1.11266;0.725125;6.06135
10;200;1.1376;0.797096;5.38418
10;200;1.1376;0.807096;4.81006
10;200;1.13261;0.801708;4.85955
10;200;1.11765;0.750526;5.02381
10;200;1.19248;0.761141;5.21302
10;200;1.09769;0.7239;7.17791
10;200;1.1825;0.890433;5.57949
10;200;1.10268;0.754312;4.84024
10;200;1.08772;0.738064;4.80723
10;200;1.12762;0.771318;4.98837
10;200;1.07774;0.832214;4.85405
10;200;1.1825;0.760433;4.98817
10;200;1.15257;0.768237;5.73099
10;200;1.08273;0.727641;4.95732
10;200;1.08273;0.767641;4.66279
10;200;1.19248;0.881141;5.04145
10;200;1.11765;0.805526;4.65363
10;200;1.2324;0.833857;6.04372
10;200;1.10268;0.724312;4.90184
10;200;1.16254;0.768982;5.48538
10;200;1.10268;0.729312;4.97561
10;200;1.1376;0.752096;6.07143
10;200;1.08772;0.763065;5.87719
10;200;1.15257;0.783237;5.43103
10;200;1.19248;0.856141;5.50000
10;200;1.12263;0.695924;4.70701
10;200;1.13261;0.766708;4.38012
10;200;1.07276;0.791782;5.27119
10;200;1.11266;0.770125;5.08140
10;200;1.09769;0.7039;5.05031
10;200;1.12762;0.776318;5.54913
10;200;1.16753;0.829349;5.85792
10;200;1.08772;0.768064;5.49419
10;200;1.17252;0.794714;5.68182
10;200;1.09769;0.7389;4.61446
10;200;1.10767;0.74472;5.16168
10;200;1.09769;0.7689;5.22093
10;200;1.10767;0.74472;4.38323
10;200;1.09271;0.733484;4.77576
10;200;1.06278;0.735907;4.66265
10;200;1.16254;0.753982;5.52381
10;200;1.11765;0.745526;4.94012
10;200;1.17252;0.784714;5.45402
10;200;1.12762;0.791318;5.26705
10;200;1.12762;0.766318;5.21053
10;200;1.09769;0.7639;5.04678
10;200;1.12263;0.740924;4.52410
10;200;1.08273;0.782641;4.71429
10;200;1.0578;0.770464;4.60116
10;200;1.11266;0.805125;5.23464
10;200;1.06777;0.696347;4.27848
10;200;1.08273;0.732641;4.68485
10;200;1.07276;0.776782;4.62644
10;200;1.09769;0.7639;5.26901
10;200;1.12762;0.831318;6.07065
10;200;1.11765;0.855526;6.56085
10;200;1.07276;0.706782;4.73750
10;200;1.14259;0.747479;5.13174
10;200;1.12263;0.750924;5.26190
10;200;1.10767;0.76472;5.08187
10;200;1.09769;0.7839;5.17714
